HITId	WorkerId	Input.src	Input.trg	Input.item	hit	sys_id	rid	type	sid	score	time
NA	trkeng5601	tr	en	ad	NA	online-G.0	NA	SYSTEM	94	-1.48672245753117	52.6719999313
NA	trkeng5603	tr	en	ad	NA	uedin.5709	NA	SYSTEM	1135	-0.636758218276493	27.3569998741
NA	trkeng5603	tr	en	ad	NA	online-A.0	NA	REPEAT	1240	0.73191376955875	23.5290000439
NA	trkeng5601	tr	en	ad	NA	uedin.5709	NA	SYSTEM	2238	-1.09939624782203	41.5840001106
NA	trkeng5601	tr	en	ad	NA	uedin.5709	NA	SYSTEM	1665	0.449908591014509	86.9000000954
NA	trkeng5601	tr	en	ad	NA	online-G.0	NA	SYSTEM	1983	0.449908591014509	228.120999813
NA	trkeng5601	tr	en	ad	NA	uedin.5709	NA	SYSTEM	1337	-1.09939624782203	30.9290001392
NA	trkeng5601	tr	en	ad	NA	NICT.5708	NA	BAD_REF	348	-1.48672245753117	37.0569999218
NA	trkeng5601	tr	en	ad	NA	NICT.5708	NA	BAD_REF	2720	-0.324743828403763	83.6010000706
NA	trkeng5601	tr	en	ad	NA	uedin.5709	NA	SYSTEM	1939	-0.682275714289119	74.2850000858
NA	trkeng5601	tr	en	ad	NA	online-G.0	NA	SYSTEM	2726	-1.09939624782203	72.0399999619
NA	trkeng5601	tr	en	ad	NA	online-A.0	NA	SYSTEM	234	-1.57610542900251	70.1819999218
NA	trkeng5601	tr	en	ad	NA	NICT.5708	NA	SYSTEM	2074	-1.45692813370739	48.111000061
NA	trkeng5601	tr	en	ad	NA	uedin.5709	NA	BAD_REF	2940	-1.09939624782203	85.4609999657
NA	trkeng5601	tr	en	ad	NA	uedin.5709	NA	SYSTEM	572	0.449908591014509	91.9539999962
NA	trkeng5601	tr	en	ad	NA	uedin.5709	NA	SYSTEM	1821	-0.324743828403763	213.754999876
NA	trkeng5601	tr	en	ad	NA	REFERENCE	NA	REF	1665	1.13517803896144	65.1829998493
NA	trkeng5601	tr	en	ad	NA	uedin.5709	NA	SYSTEM	774	-0.324743828403763	31.9710001945
NA	trkeng5601	tr	en	ad	NA	uedin.5709	NA	SYSTEM	191	-1.39733948605983	66.3450000286
NA	trkeng5601	tr	en	ad	NA	online-G.0	NA	SYSTEM	927	-1.12919057164581	123.634000063
NA	trkeng5601	tr	en	ad	NA	NICT.5708	NA	SYSTEM	827	-1.75487137194519	99.2359998226
NA	trkeng5601	tr	en	ad	NA	REFERENCE	NA	REF	1337	1.13517803896144	14.1729998589
NA	trkeng5601	tr	en	ad	NA	online-B.0	NA	SYSTEM	2594	-0.354538152227543	33.5
NA	trkeng5601	tr	en	ad	NA	uedin.5709	NA	BAD_REF	2064	-1.45692813370739	31.0020000935
NA	trkeng5601	tr	en	ad	NA	uedin.5709	NA	SYSTEM	1736	-1.09939624782203	16.867000103
NA	trkeng5601	tr	en	ad	NA	uedin.5709	NA	SYSTEM	2810	-0.354538152227543	18.8680000305
NA	trkeng5601	tr	en	ad	NA	NICT.5708	NA	SYSTEM	2059	0.420114267190729	77.9550001621
NA	trkeng5601	tr	en	ad	NA	NICT.5708	NA	SYSTEM	553	-1.09939624782203	26.2309999466
NA	trkeng5601	tr	en	ad	NA	online-G.0	NA	SYSTEM	571	0.777646153076085	27.9829998016
NA	trkeng5602	tr	en	ad	NA	uedin.5709	NA	SYSTEM	793	0.827021534912606	27.6089999676
NA	trkeng5602	tr	en	ad	NA	online-A.0	NA	SYSTEM	1626	-0.626542367572152	24.9470000267
NA	trkeng5602	tr	en	ad	NA	uedin.5709	NA	SYSTEM	161	-0.662881465134271	28.8020000458
NA	trkeng5602	tr	en	ad	NA	online-A.0	NA	SYSTEM	1023	-0.626542367572152	34.6340000629
NA	trkeng5602	tr	en	ad	NA	uedin.5709	NA	REPEAT	1443	-1.57135890418725	36.4979999065
NA	trkeng5602	tr	en	ad	NA	online-A.0	NA	SYSTEM	1138	-0.190473196826725	13.8899998665
NA	trkeng5602	tr	en	ad	NA	REFERENCE	NA	REF	230	0.790682437350487	23.6970000267
NA	trkeng5602	tr	en	ad	NA	NICT.5708	NA	SYSTEM	1162	-1.02627244075546	12.0800001621
NA	trkeng5602	tr	en	ad	NA	NICT.5708	NA	SYSTEM	1139	1.15407341297168	5.30000019073
NA	trkeng5602	tr	en	ad	NA	online-G.0	NA	SYSTEM	1139	1.15407341297168	5.30000019073
NA	trkeng5602	tr	en	ad	NA	uedin.5709	NA	SYSTEM	1139	1.15407341297168	5.30000019073
NA	trkeng5602	tr	en	ad	NA	uedin.5709	NA	SYSTEM	2591	0.318274169042941	16.3049998283
NA	trkeng5602	tr	en	ad	NA	online-A.0	NA	BAD_REF	777	-1.57135890418725	29.9059998989
NA	trkeng5602	tr	en	ad	NA	online-A.0	NA	BAD_REF	1023	-1.06261153831758	47.9560000896
NA	trkeng5602	tr	en	ad	NA	online-A.0	NA	SYSTEM	202	-1.0989506358797	193.805999994
NA	trkeng5602	tr	en	ad	NA	online-A.0	NA	SYSTEM	2154	-2.00742807493267	87.0329999924
NA	trkeng5602	tr	en	ad	NA	online-G.0	NA	SYSTEM	2965	-0.662881465134271	2030.56200004
NA	trkeng5602	tr	en	ad	NA	online-G.0	NA	SYSTEM	301	-0.626542367572152	59.3580000401
NA	trkeng5602	tr	en	ad	NA	NICT.5708	NA	SYSTEM	2228	-1.17162883100394	8.63499999046
NA	trkeng5602	tr	en	ad	NA	NICT.5708	NA	SYSTEM	2733	-1.97108897737055	709.601999998
NA	trkeng5602	tr	en	ad	NA	online-A.0	NA	SYSTEM	1943	-0.590203270010033	128.333999872
NA	trkeng5602	tr	en	ad	NA	NICT.5708	NA	SYSTEM	2566	-2.08010627005691	20.8729999065
NA	trkeng5603	tr	en	ad	NA	REFERENCE	NA	REF	370	0.971431367429918	6.46200013161
NA	trkeng5603	tr	en	ad	NA	uedin.5709	NA	SYSTEM	883	0.663480170166988	23.1499998569
NA	trkeng5603	tr	en	ad	NA	online-A.0	NA	SYSTEM	948	-1.59482860976116	14.6890001297
NA	trkeng5603	tr	en	ad	NA	NICT.5708	NA	SYSTEM	36	0.595046570775226	31.0520000458
NA	trkeng5603	tr	en	ad	NA	online-B.0	NA	SYSTEM	2172	0.697696969862869	26.7059998512
NA	trkeng5603	tr	en	ad	NA	online-B.0	NA	SYSTEM	133	0.971431367429918	9.75099992752
NA	trkeng5603	tr	en	ad	NA	online-B.0	NA	SYSTEM	2690	1.03986496682168	18.7449998856
NA	trkeng5603	tr	en	ad	NA	NICT.5708	NA	SYSTEM	856	1.0056481671258	87.5310001373
NA	trkeng5603	tr	en	ad	NA	NICT.5708	NA	SYSTEM	572	0.389745772599939	47.620000124
NA	trkeng5603	tr	en	ad	NA	NICT.5708	NA	SYSTEM	1154	1.0056481671258	8.02999997139
NA	trkeng5603	tr	en	ad	NA	uedin.5709	NA	SYSTEM	1154	1.0056481671258	8.02999997139
NA	trkeng5603	tr	en	ad	NA	online-G.0	NA	SYSTEM	160	0.423962572295821	194.914000034
NA	trkeng5603	tr	en	ad	NA	online-B.0	NA	BAD_REF	2868	-1.93699660671997	16.7660000324
NA	trkeng5603	tr	en	ad	NA	online-G.0	NA	SYSTEM	925	0.150228174728772	39.6649999619
NA	trkeng5603	tr	en	ad	NA	online-B.0	NA	BAD_REF	133	-1.76591260824057	17.118999958
NA	trkeng5603	tr	en	ad	NA	NICT.5708	NA	SYSTEM	233	0.184444974424653	7.7990000248
NA	trkeng5603	tr	en	ad	NA	uedin.5709	NA	SYSTEM	233	0.184444974424653	7.7990000248
NA	trkeng5603	tr	en	ad	NA	NICT.5708	NA	SYSTEM	1623	-2.00543020611174	17.0710000992
NA	trkeng5603	tr	en	ad	NA	uedin.5709	NA	SYSTEM	1623	-2.00543020611174	17.0710000992
NA	trkeng5603	tr	en	ad	NA	online-G.0	NA	SYSTEM	1784	0.595046570775226	10.7209999561
NA	trkeng5604	tr	en	ad	NA	online-A.0	NA	SYSTEM	793	0.753438840408224	7.88300013542
NA	trkeng5604	tr	en	ad	NA	online-G.0	NA	SYSTEM	793	0.753438840408224	7.88300013542
NA	trkeng5604	tr	en	ad	NA	uedin.5709	NA	SYSTEM	223	0.57860773599664	23.5090000629
NA	trkeng5604	tr	en	ad	NA	NICT.5708	NA	SYSTEM	219	0.753438840408224	8.76699995995
NA	trkeng5604	tr	en	ad	NA	online-G.0	NA	SYSTEM	788	0.613573956878957	24.8080000877
NA	trkeng5604	tr	en	ad	NA	online-A.0	NA	SYSTEM	1074	0.823371282172857	8.8109998703
NA	trkeng5604	tr	en	ad	NA	NICT.5708	NA	SYSTEM	546	-0.0158180190027426	85.4730000496
NA	trkeng5604	tr	en	ad	NA	REFERENCE	NA	REF	2135	0.823371282172857	3.99000000954
NA	trkeng5604	tr	en	ad	NA	uedin.5709	NA	REPEAT	281	-2.25365615547101	21.1319999695
NA	trkeng5604	tr	en	ad	NA	online-G.0	NA	SYSTEM	1087	0.438742852467374	10.246999979
NA	trkeng5604	tr	en	ad	NA	online-A.0	NA	SYSTEM	2855	0.648540177761274	203.450000048
NA	trkeng5604	tr	en	ad	NA	online-G.0	NA	SYSTEM	2352	-0.470378890472859	83.6649999619
NA	trkeng5604	tr	en	ad	NA	uedin.5709	NA	SYSTEM	397	0.823371282172857	5.47399997711
NA	trkeng5604	tr	en	ad	NA	online-A.0	NA	SYSTEM	1427	-0.0158180190027426	28.8629999161
NA	trkeng5604	tr	en	ad	NA	online-A.0	NA	SYSTEM	382	0.718472619525907	16.2079999447
NA	trkeng5605	tr	en	ad	NA	NICT.5708	NA	SYSTEM	1972	-2.39716174587242	35.2039999962
NA	trkeng5604	tr	en	ad	NA	online-G.0	NA	SYSTEM	2448	0.823371282172857	4023.14099979
NA	trkeng5604	tr	en	ad	NA	online-B.0	NA	SYSTEM	2128	0.753438840408224	6.06299996376
NA	trkeng5604	tr	en	ad	NA	NICT.5708	NA	SYSTEM	2135	-0.505345111355176	11.7100000381
NA	trkeng5604	tr	en	ad	NA	online-B.0	NA	BAD_REF	2112	-1.79909528400089	15.506000042
NA	trkeng5604	tr	en	ad	NA	NICT.5708	NA	SYSTEM	2507	0.823371282172857	15.7649998665
NA	trkeng5604	tr	en	ad	NA	online-G.0	NA	SYSTEM	2553	0.403776631585057	7.19099998474
NA	trkeng5604	tr	en	ad	NA	online-B.0	NA	SYSTEM	2954	0.648540177761274	94.0629999638
NA	trkeng5604	tr	en	ad	NA	online-B.0	NA	SYSTEM	2082	0.36881041070274	235.333000183
NA	trkeng5604	tr	en	ad	NA	NICT.5708	NA	SYSTEM	1705	0.823371282172857	4.65200018883
NA	trkeng5604	tr	en	ad	NA	online-G.0	NA	SYSTEM	1175	0.68350639864359	8.84599995613
NA	trkeng5604	tr	en	ad	NA	online-A.0	NA	SYSTEM	363	0.753438840408224	13.231000185
NA	trkeng5605	tr	en	ad	NA	online-G.0	NA	SYSTEM	1059	0.554039593462907	12.3090000153
NA	trkeng5605	tr	en	ad	NA	NICT.5708	NA	SYSTEM	2097	0.298997502409237	8.35100007057
NA	trkeng5605	tr	en	ad	NA	online-G.0	NA	SYSTEM	95	-2.87081134354352	19.626999855
NA	trkeng5605	tr	en	ad	NA	online-G.0	NA	SYSTEM	1822	-0.830474615114159	41.4600000381
NA	trkeng5605	tr	en	ad	NA	online-B.0	NA	SYSTEM	440	0.772647100080338	29.6540000439
NA	trkeng5605	tr	en	ad	NA	online-A.0	NA	SYSTEM	1123	0.772647100080338	19.0879998207
NA	trkeng5605	tr	en	ad	NA	online-B.0	NA	SYSTEM	1123	0.772647100080338	19.0879998207
NA	trkeng5605	tr	en	ad	NA	NICT.5708	NA	SYSTEM	2416	-0.101782926389388	34.5510001183
NA	trkeng5605	tr	en	ad	NA	online-A.0	NA	SYSTEM	1851	0.772647100080338	5.24000000954
NA	trkeng5605	tr	en	ad	NA	online-A.0	NA	SYSTEM	117	-2.61576925248985	3.9399998188
NA	trkeng5605	tr	en	ad	NA	uedin.5709	NA	BAD_REF	2017	-0.648301692932966	9.97300004959
NA	trkeng5605	tr	en	ad	NA	online-A.0	NA	SYSTEM	1760	-0.53899793962425	17.5540001392
NA	trkeng5605	tr	en	ad	NA	online-A.0	NA	BAD_REF	247	-2.57933466805361	10.9419999123
NA	trkeng5605	tr	en	ad	NA	online-B.0	NA	SYSTEM	1749	-0.28395584857058	18.6610000134
NA	trkeng5605	tr	en	ad	NA	online-A.0	NA	REPEAT	2767	0.772647100080338	16.4700000286
NA	trkeng5605	tr	en	ad	NA	online-B.0	NA	SYSTEM	1717	-2.47003091474489	25.0209999084
NA	trkeng5605	tr	en	ad	NA	online-A.0	NA	SYSTEM	650	-1.99638131707379	5.72300004959
NA	trkeng5605	tr	en	ad	NA	online-A.0	NA	SYSTEM	2858	0.663343346771622	36.9029998779
NA	trkeng5605	tr	en	ad	NA	online-A.0	NA	SYSTEM	331	0.772647100080338	3.32999992371
NA	trkeng5605	tr	en	ad	NA	REFERENCE	NA	REF	1851	0.772647100080338	2.48199987411
NA	trkeng5605	tr	en	ad	NA	online-A.0	NA	SYSTEM	1514	0.772647100080338	3.7539999485
NA	trkeng5605	tr	en	ad	NA	online-G.0	NA	SYSTEM	1752	-0.684736277369205	8.29099988937
NA	trkeng5605	tr	en	ad	NA	online-A.0	NA	BAD_REF	117	-1.88707756376508	14.7539999485
NA	trkeng5605	tr	en	ad	NA	online-A.0	NA	BAD_REF	1760	0.116824580228044	81.4389998913
NA	trkeng5605	tr	en	ad	NA	online-B.0	NA	SYSTEM	1563	0.626908762335384	11.7870001793
NA	trkeng5606	tr	en	ad	NA	online-B.0	NA	SYSTEM	1245	-0.855078991190606	25.3259999752
NA	trkeng5606	tr	en	ad	NA	online-B.0	NA	SYSTEM	583	0.767023011415111	14.7460000515
NA	trkeng5606	tr	en	ad	NA	NICT.5708	NA	BAD_REF	2205	-2.47718099379632	6.125
NA	trkeng5606	tr	en	ad	NA	online-A.0	NA	SYSTEM	2537	0.83604862854727	8.28999996185
NA	trkeng5606	tr	en	ad	NA	NICT.5708	NA	SYSTEM	2945	0.767023011415111	5.84400010109
NA	trkeng5606	tr	en	ad	NA	online-B.0	NA	SYSTEM	2945	0.767023011415111	5.84400010109
NA	trkeng5606	tr	en	ad	NA	uedin.5709	NA	SYSTEM	2945	0.767023011415111	5.84400010109
NA	trkeng5607	tr	en	ad	NA	REFERENCE	NA	REF	1093	0.956175858437426	2.33700013161
NA	trkeng5606	tr	en	ad	NA	uedin.5709	NA	BAD_REF	76	-0.440925288397657	106.873000145
NA	trkeng5606	tr	en	ad	NA	online-A.0	NA	SYSTEM	1936	-1.26923269398355	20.6610000134
NA	trkeng5606	tr	en	ad	NA	online-A.0	NA	SYSTEM	310	0.490920542886479	25.7599999905
NA	trkeng5606	tr	en	ad	NA	online-B.0	NA	SYSTEM	693	0.421894925754321	5.97000002861
NA	trkeng5606	tr	en	ad	NA	uedin.5709	NA	SYSTEM	1854	0.870561437113349	3.47900009155
NA	trkeng5606	tr	en	ad	NA	online-G.0	NA	SYSTEM	478	0.870561437113349	14.1679999828
NA	trkeng5606	tr	en	ad	NA	uedin.5709	NA	SYSTEM	842	-2.58071941949456	14.3090000153
NA	trkeng5606	tr	en	ad	NA	online-B.0	NA	SYSTEM	914	0.0767668400935297	95.5230000019
NA	trkeng5606	tr	en	ad	NA	online-B.0	NA	REPEAT	391	-2.13205290813553	19.478000164
NA	trkeng5606	tr	en	ad	NA	online-A.0	NA	SYSTEM	2587	0.0767668400935297	8.38100004196
NA	trkeng5606	tr	en	ad	NA	NICT.5708	NA	SYSTEM	597	-0.889591799756685	25.4470000267
NA	trkeng5606	tr	en	ad	NA	online-G.0	NA	REPEAT	6	0.180305265791767	22.1640000343
NA	trkeng5606	tr	en	ad	NA	REFERENCE	NA	REF	2336	0.870561437113349	3.23399996758
NA	trkeng5606	tr	en	ad	NA	online-A.0	NA	SYSTEM	2216	-0.164822819869024	33.492000103
NA	trkeng5606	tr	en	ad	NA	online-A.0	NA	SYSTEM	2556	-2.27010414239985	10.3079998493
NA	trkeng5606	tr	en	ad	NA	online-G.0	NA	SYSTEM	2559	-0.164822819869024	27.1129999161
NA	trkeng5606	tr	en	ad	NA	uedin.5709	NA	SYSTEM	76	0.490920542886479	21.518999815
NA	trkeng5606	tr	en	ad	NA	online-A.0	NA	SYSTEM	591	0.0422540315274506	10.3709998131
NA	trkeng5607	tr	en	ad	NA	uedin.5709	NA	SYSTEM	1382	0.521739382282015	18.5859999657
NA	trkeng5607	tr	en	ad	NA	online-B.0	NA	SYSTEM	129	0.919972818757808	7.33100008965
NA	trkeng5607	tr	en	ad	NA	online-B.0	NA	SYSTEM	812	0.919972818757808	43.9900000095
NA	trkeng5607	tr	en	ad	NA	online-G.0	NA	SYSTEM	1567	0.847566739398573	9.20499992371
NA	trkeng5607	tr	en	ad	NA	online-G.0	NA	SYSTEM	2029	0.232115064845074	12.7640001774
NA	trkeng5607	tr	en	ad	NA	online-A.0	NA	SYSTEM	84	0.485536342602397	8.33099985123
NA	trkeng5607	tr	en	ad	NA	online-B.0	NA	BAD_REF	2234	-0.528148768426895	8.54600000381
NA	trkeng5607	tr	en	ad	NA	REFERENCE	NA	REF	987	0.956175858437426	2.8259999752
NA	trkeng5607	tr	en	ad	NA	online-B.0	NA	REPEAT	2674	0.0873029061266041	9.75699996948
NA	trkeng5607	tr	en	ad	NA	uedin.5709	NA	SYSTEM	2124	-1.21600652233963	7.88500022888
NA	trkeng5607	tr	en	ad	NA	NICT.5708	NA	SYSTEM	682	0.0873029061266041	170.450000048
NA	trkeng5607	tr	en	ad	NA	uedin.5709	NA	SYSTEM	2353	0.956175858437426	5.95900011063
NA	trkeng5607	tr	en	ad	NA	online-G.0	NA	SYSTEM	1426	0.847566739398573	13.4400000572
NA	trkeng5607	tr	en	ad	NA	online-B.0	NA	SYSTEM	1822	0.232115064845074	16.3470001221
NA	trkeng5607	tr	en	ad	NA	online-G.0	NA	SYSTEM	1385	0.123505945806222	14.4839999676
NA	trkeng5607	tr	en	ad	NA	uedin.5709	NA	SYSTEM	461	0.0873029061266041	219.979000092
NA	trkeng5607	tr	en	ad	NA	uedin.5709	NA	SYSTEM	173	0.956175858437426	2.83700013161
NA	trkeng5607	tr	en	ad	NA	NICT.5708	NA	SYSTEM	1599	0.630348501320868	19.4480001926
NA	trkeng5607	tr	en	ad	NA	online-G.0	NA	SYSTEM	1311	0.340724183883927	11.1579999924
NA	trkeng5607	tr	en	ad	NA	uedin.5709	NA	SYSTEM	1606	0.268318104524692	19.5339999199
NA	trkeng5607	tr	en	ad	NA	online-G.0	NA	SYSTEM	737	-2.51931595080586	17.4879999161
NA	trkeng5607	tr	en	ad	NA	uedin.5709	NA	SYSTEM	154	-0.781570046184218	15.0759999752
NA	trkeng5607	tr	en	ad	NA	NICT.5708	NA	SYSTEM	326	-0.853976125543453	27.4199998379
NA	trkeng5607	tr	en	ad	NA	REFERENCE	NA	REF	17	0.956175858437426	4.09899997711
NA	trkeng5601	tr	en	ad	NA	uedin.5709	NA	SYSTEM	2836	-0.59289274281778	3179.71399999
NA	trkeng5601	tr	en	ad	NA	online-B.0	NA	SYSTEM	2055	1.0457950674901	26.7829999924
NA	trkeng5601	tr	en	ad	NA	NICT.5708	NA	SYSTEM	1075	1.16497236278522	20.6689999104
NA	trkeng5601	tr	en	ad	NA	online-G.0	NA	BAD_REF	47	1.16497236278522	8.60199999809
NA	trkeng5601	tr	en	ad	NA	uedin.5709	NA	BAD_REF	2745	-1.30795651458849	24.5550000668
NA	trkeng5601	tr	en	ad	NA	online-A.0	NA	SYSTEM	2987	1.16497236278522	41.9279999733
NA	trkeng5601	tr	en	ad	NA	online-B.0	NA	SYSTEM	1411	0.867029124547424	32.0260000229
NA	trkeng5601	tr	en	ad	NA	NICT.5708	NA	SYSTEM	2628	1.13517803896144	22.8069999218
NA	trkeng5601	tr	en	ad	NA	NICT.5708	NA	SYSTEM	1171	1.16497236278522	24.6710000038
NA	trkeng5601	tr	en	ad	NA	online-A.0	NA	SYSTEM	1171	1.16497236278522	24.6710000038
NA	trkeng5601	tr	en	ad	NA	online-G.0	NA	SYSTEM	1171	1.16497236278522	24.6710000038
NA	trkeng5601	tr	en	ad	NA	uedin.5709	NA	SYSTEM	1171	1.16497236278522	24.6710000038
NA	trkeng5601	tr	en	ad	NA	online-A.0	NA	SYSTEM	364	0.986206419842543	22.1579999924
NA	trkeng5601	tr	en	ad	NA	online-A.0	NA	BAD_REF	1489	-1.63569407665007	30.2710001469
NA	trkeng5601	tr	en	ad	NA	online-G.0	NA	SYSTEM	386	-0.354538152227543	20.9169998169
NA	trkeng5601	tr	en	ad	NA	online-G.0	NA	SYSTEM	164	1.13517803896144	49.1759998798
NA	trkeng5601	tr	en	ad	NA	online-G.0	NA	SYSTEM	2774	1.13517803896144	6.26999998093
NA	trkeng5601	tr	en	ad	NA	online-B.0	NA	SYSTEM	2790	0.807440476899865	10.7690000534
NA	trkeng5601	tr	en	ad	NA	online-A.0	NA	SYSTEM	1916	0.479702914838288	5.09200000763
