HITId	WorkerId	Input.src	Input.trg	Input.item	hit	sys_id	rid	type	sid	score	time
NA	engces5301	en	cs	ad	NA	CUNI-Transformer.5595	NA	SYSTEM	1136	1.00565110387035	17.6949999332
NA	engces5301	en	cs	ad	NA	REFERENCE	NA	REF	2912	1.14370176639274	4.06599998474
NA	engces5301	en	cs	ad	NA	CUNI-Transformer.5595	NA	SYSTEM	2189	1.14370176639274	21.6909999847
NA	engces5301	en	cs	ad	NA	online-A.0	NA	SYSTEM	2093	-0.719982177659468	77.7020001411
NA	engces5301	en	cs	ad	NA	online-G.0	NA	SYSTEM	21	-0.374855521353504	92.743999958
NA	engces5301	en	cs	ad	NA	CUNI-Transformer.5595	NA	SYSTEM	702	1.04016376950095	6.45000004768
NA	engces5301	en	cs	ad	NA	online-B.0	NA	BAD_REF	1315	-0.892545505812451	15.0199999809
NA	engces5301	en	cs	ad	NA	online-G.0	NA	SYSTEM	2367	-1.09962149959603	40.7269999981
NA	engces5301	en	cs	ad	NA	uedin.5630	NA	SYSTEM	2094	0.00478380058305697	32.7030000687
NA	engces5301	en	cs	ad	NA	online-B.0	NA	REPEAT	109	1.14370176639274	201.839999914
NA	engces5301	en	cs	ad	NA	online-G.0	NA	SYSTEM	1422	0.108321797474846	24.6860001087
NA	engces5301	en	cs	ad	NA	CUNI-Transformer.5595	NA	SYSTEM	1175	-0.823520174551258	8.05200004578
NA	engces5301	en	cs	ad	NA	REFERENCE	NA	REF	851	1.14370176639274	8.94000005722
NA	engces5301	en	cs	ad	NA	uedin.5630	NA	SYSTEM	1360	0.971138438239757	18.1470000744
NA	engces5301	en	cs	ad	NA	online-G.0	NA	SYSTEM	945	-0.443880852614697	107.941999912
NA	engces5301	en	cs	ad	NA	online-B.0	NA	SYSTEM	39	0.246372459997232	8.29099988937
NA	engces5301	en	cs	ad	NA	online-B.0	NA	SYSTEM	1488	-0.236804858831118	21.4599997997
NA	engces5301	en	cs	ad	NA	CUNI-Transformer.5595	NA	BAD_REF	2706	-1.30669749337961	7.3869998455
NA	engces5301	en	cs	ad	NA	online-G.0	NA	REPEAT	1697	0.418935788150214	5.86599993706
NA	engces5301	en	cs	ad	NA	online-A.0	NA	SYSTEM	1235	1.10918910076214	21.9290001392
