SYS SID RAW.SCR Z.SCR N 
uedin.5766 638 99.5 0.970839129075777 2 
uedin.5766 2079 80.6666666666667 0.256703691523479 3 
uedin.5766 1419 89.6666666666667 0.887826348036053 3 
uedin.5766 1154 100 1.4614885904276 2 
uedin.5766 1087 56 -0.313921207724962 2 
uedin.5766 1750 94 0.704234825806832 3 
uedin.5766 2115 82.5 0.909491906534247 2 
uedin.5766 2701 64.5 -0.0966771484043095 2 
uedin.5766 366 92.6666666666667 0.518715514843885 3 
uedin.5766 2815 88 0.444932750461516 6 
uedin.5766 637 50.5 -0.488067740244418 2 
uedin.5766 359 93 0.827077382412437 3 
uedin.5766 81 79.6666666666667 0.0548033005311264 3 
uedin.5766 1592 81.5 0.555468538971983 2 
uedin.5766 458 100 1.09556743754594 1 
uedin.5766 2424 35.6666666666667 -0.692738850611584 3 
uedin.5766 893 88.5 0.393144634918684 2 
uedin.5766 2562 99 1.35192565993858 1 
uedin.5766 1868 61.3333333333333 -0.456279890347969 3 
uedin.5766 1605 40.5 -0.731236286239084 2 
uedin.5766 2760 32 -1.82272604534805 1 
uedin.5766 2230 97 0.781916162288006 2 
uedin.5766 1019 77 0.0181204396774171 1 
uedin.5766 1514 82.6666666666667 0.57397090939747 3 
uedin.5766 785 69.5 -0.0790126680755515 2 
uedin.5766 2995 99 1.00490356539165 1 
uedin.5766 1184 66.5 0.0411167013884935 2 
uedin.5766 621 96 0.989503620047734 1 
uedin.5766 2263 39 -0.991896229010294 2 
uedin.5766 1168 54.5 -0.93367973803918 2 
uedin.5766 220 100 0.961694544145868 2 
uedin.5766 574 63.5 0.204817667159824 2 
uedin.5766 2314 97 0.951842999040935 2 
uedin.5766 2863 87.5 1.08907282978976 2 
uedin.5766 1112 77 0.038407094598482 2 
uedin.5766 611 90 0.360657118949285 2 
uedin.5766 1623 100 0.718803206121492 1 
uedin.5766 2172 78.5 0.195990010386975 2 
uedin.5766 1427 94 0.490348964161754 1 
uedin.5766 2888 100 1.12005771056573 1 
uedin.5766 1519 63.5 -0.498627683392602 2 
uedin.5766 2685 46 -0.644942295970756 2 
uedin.5766 1004 85.6666666666667 0.810708835614835 3 
uedin.5766 2579 65 -0.0209832343731311 1 
uedin.5766 1999 94.6666666666667 0.913706346522646 3 
uedin.5766 2804 81.5 0.730722671966245 4 
uedin.5766 1854 95 0.8601606913632 2 
uedin.5766 950 59 -0.217451744848793 1 
uedin.5766 2604 76 0.043640044594491 2 
uedin.5766 2713 49 -0.424806667167205 1 
uedin.5766 254 77.5 0.567468484586217 2 
uedin.5766 466 48.5 -1.06091782567216 2 
uedin.5766 2534 86 0.724801949642939 1 
uedin.5766 1852 89.6666666666667 0.70823759572744 3 
uedin.5766 473 94 0.68472969943709 2 
uedin.5766 2948 41 -1.27465128048044 2 
uedin.5766 790 100 0.829705254923124 3 
uedin.5766 886 94.3333333333333 0.741259402413491 3 
uedin.5766 758 53 -1.09870197231052 1 
uedin.5766 383 91.5 0.61677594766845 2 
uedin.5766 2563 63 -0.683093721323031 1 
uedin.5766 652 90 0.439048556343179 1 
uedin.5766 377 75 0.069381749082555 2 
uedin.5766 2341 100 0.89548069472592 2 
uedin.5766 335 39.5 -0.59232209056706 2 
uedin.5766 2311 91 0.751011535544428 2 
uedin.5766 487 40 -0.806600652797374 3 
uedin.5766 1775 49.5 -0.785229030844163 2 
uedin.5766 343 89.5 0.607046386044086 2 
uedin.5766 1898 99.5 1.04096846581286 2 
uedin.5766 1923 99.5 0.803805597328215 2 
uedin.5766 1874 95 0.731501280392149 1 
uedin.5766 2122 49 -0.465051124223013 2 
uedin.5766 1050 90 0.8468886705564 1 
uedin.5766 2016 94 1.00334323904753 2 
uedin.5766 2386 86 0.0660286276981102 1 
uedin.5766 510 0 -1.55705729483738 1 
uedin.5766 1504 67.25 0.137431234660789 4 
uedin.5766 1361 90.6666666666667 0.94245483953269 3 
uedin.5766 1705 33.5 -0.594800671610514 4 
uedin.5766 2744 78.5 0.0570619323672267 2 
uedin.5766 227 82.5 0.341390018461085 2 
uedin.5766 2401 91.2 0.590101529509251 5 
uedin.5766 1557 66.5 -0.273961240880799 4 
uedin.5766 2872 100 0.930979111321607 2 
uedin.5766 577 100 1.0664202904077 3 
uedin.5766 2374 53.5 -0.922119330777425 2 
uedin.5766 2035 95.5 0.629199424508303 2 
uedin.5766 186 87 0.450262854586216 1 
uedin.5766 385 90.3333333333333 0.458146608410289 3 
uedin.5766 2399 42.5 -1.55138023101941 2 
uedin.5766 1016 92 0.764212465598365 1 
uedin.5766 295 82.5 0.8907491435155 2 
uedin.5766 440 91.3333333333333 0.767906753337619 3 
uedin.5766 1652 70 0.115047926420732 1 
uedin.5766 1977 83.5 0.444376787000666 2 
uedin.5766 1951 98 1.03939315979172 1 
uedin.5766 292 80.5 0.331790102854486 4 
uedin.5766 2013 34.6666666666667 -1.14366019093913 3 
uedin.5766 87 98 0.85309607434852 1 
uedin.5766 830 63.3333333333333 -0.0473368664865221 3 
uedin.5766 2941 96 0.778382954052178 1 
uedin.5766 2425 99 0.803895030416503 3 
uedin.5766 2486 73.6666666666667 0.420646592109674 3 
uedin.5766 2272 88 0.92430006908788 1 
uedin.5766 164 87 0.883200795024358 1 
uedin.5766 2839 49.5 -0.568627730848966 2 
uedin.5766 1901 98 0.97776467934155 2 
uedin.5766 9 89 0.498507588400532 2 
uedin.5766 242 68.6666666666667 -0.161484023450326 3 
uedin.5766 2252 34 -1.04159219513445 2 
uedin.5766 919 82.5 0.63808367337989 2 
uedin.5766 2772 66 -0.112269061020421 1 
uedin.5766 2488 100 1.36744643321108 1 
uedin.5766 1204 84 0.530080283975295 4 
uedin.5766 2967 69 0.124194346727943 1 
uedin.5766 1660 38 -0.486958383016769 2 
uedin.5766 1384 73 0.0625996408645495 1 
uedin.5766 1308 72 0.0208105495725186 1 
uedin.5766 2028 85 0.265861857011498 1 
uedin.5766 12 51.5 -1.0138978079436 2 
uedin.5766 2812 51.5 -0.777750011549629 2 
uedin.5766 2691 63 -0.27038173543786 2 
uedin.5766 1736 86.3333333333333 0.809654566773038 3 
uedin.5766 2989 59.6666666666667 -0.199851883500041 3 
uedin.5766 200 98 0.856161096488669 2 
uedin.5766 1925 70 0.231081996640592 3 
uedin.5766 590 86.5 0.875826550444613 2 
uedin.5766 391 88 0.935865651895432 2 
uedin.5766 38 32.3333333333333 -1.13581478298245 3 
uedin.5766 1312 92 0.760554294021686 2 
uedin.5766 463 88.3333333333333 0.745874248845296 3 
uedin.5766 2931 75 -0.427370445214539 1 
uedin.5766 2609 99 0.824911187277864 5 
uedin.5766 2326 81.3333333333333 0.671283546748776 3 
uedin.5766 1076 69.6666666666667 -0.104391852007672 3 
uedin.5766 281 71.5 0.589243508216825 2 
uedin.5766 1183 94 0.904293062790804 1 
uedin.5766 781 86 0.236028025641464 2 
uedin.5766 1835 91.5 0.677978277383104 2 
uedin.5766 572 55.5 -0.423205814040627 2 
uedin.5766 913 53.5 -0.54284419226064 2 
uedin.5766 2024 66 -0.445070219703962 1 
uedin.5766 1193 93.5 1.02223437526536 2 
