RAW.SCR Z.SCR N SYS N.ALL 
77.0439523569871 0.0886490666608601 1987 NICT.5539 2307 
77.5065821550463 0.0937016102866593 2051 Unisound.5668 2403 
78.0436369669819 0.107527889197706 2009 Unisound.5712 2344 
73.5692703310833 -0.0613096321596252 2074 online-A.0 2389 
77.8990407673861 0.109056325724006 2085 UCAM.5586 2426 
77.921977124183 0.0909646647313415 2040 Li-Muze.5736 2337 
78.8244646068334 0.139974300244498 2039 NiuTrans.5740 2376 
64.4294264339152 -0.376821952990712 2005 online-F.0 2325 
76.7462772050401 0.0779044265218781 2037 UMD.5681 2342 
77.4559190809191 0.0987221793638962 2002 Tencent-ensemble-system.5742 2330 
77.6679098292723 0.111083190196802 2011 online-B.0 2337 
74.5277777777778 -0.0172662589964797 2022 uedin.5652 2330 
65.9276729559748 -0.326750304275591 2014 online-G.0 2328 
74.9630899885677 -0.00526917834335898 2041 online-Y.0 2345 
