RAW.SCR Z.SCR N SYS N.ALL 
59.6415893630179 0.377675084213318 539 online-B.0 670 
46.671109010712 -0.109055119639682 529 online-A.0 637 
43.4001506931887 -0.204288613488769 553 jhu-pbmt.4968 687 
46.3736578171091 -0.102446247720414 565 AaltoHnmtFlatcat.4798 707 
45.7853929024081 -0.11466586863278 526 HY-SMT.4882 643 
51.6331820931639 0.0899228920776265 551 online-G.0 667 
7.967089678511 -1.42796848873989 591 apertium-unconstrained.4769 732 
40.7822184105203 -0.298486996540153 583 TALP-UPC.4939 727 
57.7579710144928 0.30467795840294 575 HY-HNMT.4961 676 
51.3299255441008 0.0597703502793106 582 jhu-nmt-lattice-rescore.4903 718 
49.2780864197531 -0.0037273406555034 540 AaltoHnmtMultitask.4873 675 
43.5329533116178 -0.192421241950851 614 HY-AH.4797 750 
