RAW.SCR Z.SCR N SYS N.ALL 
67.1499111374408 -0.0258899894652745 1688 CASICT-cons.5144 2358 
65.3811124213836 -0.0577149137534908 1696 ROCMT.5167 2422 
67.9163204462397 0.0233433874918116 1733 jhu-nmt.5151 2421 
72.3167059054346 0.18413426310174 1699 xmunmt.5160 2448 
73.1810253388332 0.209107708222802 1697 SogouKnowing-nmt.5171 2410 
70.4477726574501 0.108774225600703 1736 online-A.0 2458 
64.3365786901271 -0.107176483986015 1705 Oregon-State-University-S.5173 2392 
73.7990213348992 0.208171115855346 1703 uedin-nmt.5112 2401 
59.6228136513477 -0.278690290689046 1719 online-F.0 2483 
61.2429464805119 -0.265440373162189 1719 NMT-Model-Average-Multi-Cards.5099 2426 
66.8508911247852 -0.0163297907569383 1718 afrl-mitll-opennmt.5109 2470 
59.2583958453549 -0.304649720836964 1733 online-G.0 2450 
69.8858685033216 0.112878554154543 1706 online-B.0 2391 
61.7199336844158 -0.208712001623295 1709 PROMT-SMT.5125 2413 
69.787756899589 0.0785073690538867 1703 NRC.5172 2382 
59.9925828460039 -0.275524149688369 1710 UU-HNMT.5162 2411 
