RAW.SCR Z.SCR N SYS N.ALL 
59.2027838484861 -0.300181987893837 890 UU-HNMT.5134 1424 
55.9294352647698 -0.438113737593156 964 online-G.0 1477 
68.4877268844758 0.035478129762806 892 CASICT-cons.5157 1374 
53.1412968316517 -0.503616070813577 937 online-F.0 1434 
69.5126480406477 0.0564038738623239 968 jhu-nmt.5153 1590 
64.8266432588383 -0.110853566974517 959 Oregon-State-University-S.5174 1552 
73.2247313899136 0.208423291312603 917 SogouKnowing-nmt.5131 1484 
68.1887281874593 0.0104299953427159 926 online-A.0 1562 
71.9839399836625 0.164964413034364 991 xmunmt.5165 1556 
69.7533215372198 0.065116695896509 944 online-B.0 1443 
72.5099634185812 0.177944680357581 879 uedin-nmt.5111 1357 
