RAW.SCR Z.SCR N SYS N.ALL 
70.1637264192045 -0.0581088518602591 2186 TALP-UPC.4830 3254 
64.1307878927911 -0.259936458286721 2164 online-F.0 3278 
68.6078238180961 -0.102652994425652 2222 C-3MA.4958 3335 
74.4757300173224 0.0976342626469641 2245 SYSTRAN.4846 3345 
76.5921099461847 0.168671571707377 2221 online-A.0 3342 
72.8912007575758 0.0286511449415845 2200 LIUM-NMT.4733 3329 
78.1660354118553 0.212580014295591 2165 online-B.0 3180 
76.60878003003 0.165194789245549 2220 KIT.4951 3395 
69.7864545036765 -0.0723364603897371 2176 online-G.0 3313 
75.832889748256 0.131034079256231 2198 RWTH-nmt-ensemble.4920 3255 
76.6156034463762 0.162068142157809 2161 uedin-nmt.4723 3163 
